date,location_key,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,new_hospitalized_patients,new_intensive_care_patients,new_ventilator_patients,cumulative_hospitalized_patients,cumulative_intensive_care_patients,cumulative_ventilator_patients,current_hospitalized_patients,current_intensive_care_patients,current_ventilator_patients,mobility_transit_stations,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_residential,mobility_workplaces,wikidata_id,datacommons_id,openstreetmap_id,latitude,longitude,location_geometry,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm
3/20/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),19.905556,13.95,23.594444,4.7625,
3/21/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),7.011111,2.233333,18.488889,2.6035,
3/22/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),4.794444,-0.527778,12.561111,0.0254,
3/23/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),9.222222,5.222222,11.85,0.072571,
3/24/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),8.255556,3.1,14.105556,3.3782,
3/25/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),8.955556,4.022222,14.338889,6.422571,
3/26/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),10.166667,0.994444,21.838889,3.697111,
3/27/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),14.416667,10.272222,19.722222,1.68275,
3/28/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),18.6,11.033333,28.8,4.499429,
3/29/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),20.572222,13.583333,27.65,2.503714,
3/30/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),14.761111,9.883333,22.688889,3.2258,
3/31/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),6.65,3.494444,15.255556,0,
4/1/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),5.983333,3.65,9.777778,5.672667,
4/2/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),7.616667,1.366667,14.372222,1.487714,
4/3/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),9.133333,0.022222,18.033333,0,
4/4/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),10.644444,0.261111,19.738889,0,
4/5/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),12.872222,4.655556,20.061111,0.028222,
4/6/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),13,6.433333,19.911111,0.4445,
4/7/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),14.8,8.505556,22.694444,0.042333,
4/8/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),17.583333,10.533333,22.805556,16.800286,
4/9/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),12.088889,7.611111,19.794444,12.155714,
4/10/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),4.166667,0.644444,11.15,2.31775,
4/11/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),5.833333,-1.066667,13.533333,0.282222,
4/12/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),11.688889,3.094444,20.822222,0.689429,
4/13/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),14.25,5.65,19.588889,15.5575,
4/14/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),4.761111,0.933333,8.761111,5.49275,
4/15/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),2.866667,-2.261111,10.561111,2.794,
4/16/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),3.955556,-2.138889,10.133333,0.580571,
4/17/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),6.616667,-1.638889,16.011111,0.127,
4/18/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),6.633333,-0.066667,14.011111,12.7635,
4/19/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),6.727778,-1.35,16.833333,3.9624,
4/20/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),11.077778,4.366667,17.116667,0,
4/21/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),11.011111,5.35,17.011111,0,
4/22/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),5.883333,-1.577778,14.644444,1.354667,
4/23/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),9.972222,1.822222,15.977778,2.0955,
4/24/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),12.594444,6.272222,17.555556,13.55725,
4/25/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,,,,,1,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),11.922222,5.705556,19.677778,5.588,
4/26/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,1,0,,,2,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),11.561111,6.961111,17.788889,7.6835,
4/27/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,2,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),8.283333,4.144444,15.544444,12.192,
4/28/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,2,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),11.316667,5.272222,20.4,0.73025,
4/29/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,2,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),17.672222,7.922222,26.055556,1.088571,
4/30/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,2,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),11.9,8.972222,19.911111,16.47825,
5/1/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,2,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),8.894444,6.761111,12.994444,7.08025,
5/2/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,2,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),12.283333,4.122222,23.25,0.451556,
5/3/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,2,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),18.255556,13.8,22.322222,1.9685,
5/4/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,1,0,,,3,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),15.3,8.488889,21.716667,16.16075,
5/5/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,3,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),9.744444,6.211111,17.938889,0,
5/6/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,3,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),7.061111,4.05,12.444444,4.608286,
5/7/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,1,0,,,4,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),7.738889,-0.905556,17.512346,1.74625,
5/8/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,4,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),10.711111,0.8,17.05,1.3335,
5/9/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,4,0,,,8,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),2.405556,-1.794444,11.355556,15.711714,
5/10/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,8,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),7.161111,-1.75,18.383333,0.112889,
5/11/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,8,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),7.177778,0.833333,16.588889,2.431143,
5/12/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,8,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),7.011111,2.822222,14.172222,0.9525,
5/13/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,8,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),9,0.305556,18.605556,0.254,
5/14/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,8,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),14.977778,9.177778,24.077778,0.635,
5/15/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,8,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),19.405556,11,26.605556,1.87325,
5/16/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,8,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),20.283951,13.493827,27.382716,2.140857,
5/17/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,8,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),21.1,15.1,28.161111,1.7272,
5/18/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,8,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),21.888889,15.462963,27.919753,0,
5/19/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,8,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),15.411111,12.272222,21.588889,3.77825,
5/20/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,1,0,,,9,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),10.561111,7.438889,15.25,12.85875,
5/21/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,9,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),12.734568,8.345679,16.228395,10.595429,
5/22/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,9,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),16.833333,11.444444,24.475309,11.502571,
5/23/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,9,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),18.679012,12.401235,26.401235,4.515556,
5/24/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,1,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),20.294444,13.122222,28.155556,0.254,
5/25/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),22.877778,14.6,30.755556,2.667,
5/26/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),23.094444,15.722222,31.327778,1.016,
5/27/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),22.7,16.327778,29.305556,0,
5/28/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),22.627778,17.822222,29.455556,10.16,
5/29/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),22.322222,18.05,28.877778,7.656286,
5/30/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),19.55,14.827778,27.283333,3.683,
5/31/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),16.493827,8.777778,24.438272,0.15875,
6/1/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),14.272222,5.105556,23.172222,0,
6/2/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),19.516667,9.783333,28.805556,0,
6/3/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),24.366667,18.827778,30.1,0,
6/4/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),23.377778,17.177778,31.5,6.567714,
6/5/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),21.044444,16.766667,29.355556,27.649714,
6/6/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),23.094444,18.083333,29.572222,2.963333,
6/7/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),20.8,13.466667,28.683333,0.8636,
6/8/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),19.605556,10.433333,29.444444,0,
6/9/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),23.622222,12.094444,33.255556,0,
6/10/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),26.344444,19.922222,32.005556,0,
6/11/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),22.472222,19.005556,30.394444,4.09575,
6/12/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),19.977778,11.916667,28.1,1.3462,
6/13/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),17.066667,10.038889,26.322222,0,
6/14/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),16.022222,10.727778,22.588889,1.481667,
6/15/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),17.611111,12.433333,23.444444,10.414,
6/16/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),17.655556,12.105556,23.35,0.127,
6/17/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),18.055556,12.761111,23.466667,0.127,
6/18/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),19.15,15.077778,24.8,6.966857,
6/19/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),19.866667,15.933333,26.172222,4.445,
6/20/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),22.005556,15.216667,28.604938,3.4036,
6/21/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),23.777778,15.955556,31.766667,0.1524,
6/22/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),22.65,16.866667,29.672222,2.19075,
6/23/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),21.844444,17.111111,27.816667,0.381,
6/24/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,10,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),20.683333,14.516667,26.683333,6.9088,
6/25/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,1,0,,,11,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),20.15,13.577778,27.466667,0.211667,
6/26/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,1,0,,,12,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),20.783333,13.016667,28.438889,0.73025,
6/27/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,12,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),22.722222,15.316667,28.361111,5.207,
6/28/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,12,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),22.605556,19.033333,27.333333,8.5725,
6/29/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,0,0,,,12,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),23.366667,19.433333,29.033333,3.866444,
6/30/2020,US_WV_54021,US,United States of America,WV,West Virginia,54021,Gilmer County,US,USA,2,1,0,,,13,0,,,,,,,,,,,,,,,,,,Q504842,geoId/54021,1913185,38.92,-80.85,POINT(-80.85 38.92),23.938889,17.505556,30.677778,1.5494,
