state_fips_code,state_name,forecast_date,prediction_date,new_confirmed,cumulative_confirmed,new_deaths,cumulative_deaths,hospitalized_patients,intensive_care_patients,ventilator_patients,recovered,new_confirmed_ground_truth,cumulative_confirmed_ground_truth,new_deaths_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,intensive_care_patients_ground_truth,ventilator_patients_ground_truth,recovered_documented_ground_truth
09,Connecticut,9/19/2020,9/27/2020,180.2773438,56962.75781,5.950195313,4533.626953,124.7220688,35.9882164,14.38736629,9738.8125,,,,,,,,
46,South Dakota,9/19/2020,9/27/2020,307.0136719,20824.97656,2.447631836,218.0184326,162.125,37.20222092,16.41320038,17190.36719,,,,,,,,
10,Delaware,9/19/2020,9/27/2020,118.7011719,20387.5293,2.230224609,638.5246582,72.93188477,13.86181068,6.861188889,10775.99707,,,,,,,,
20,Kansas,9/19/2020,9/27/2020,432.046875,56007.60156,6.216064453,645.3375244,299.0418091,61.72679901,19.66732979,2399.209473,,,,,,,,
54,West Virginia,9/19/2020,9/27/2020,190.8398438,15355.71973,5.167724609,350.9535828,189.4580231,64.9440918,32.64115906,11268.8291,,,,,,,,
44,Rhode Island,9/19/2020,9/27/2020,90.11328125,24342.67969,3.983032226,1119.089966,94.39104462,9.369736671,5.403031349,2445.989502,,,,,,,,
01,Alabama,9/19/2020,9/27/2020,823.453125,151016.4844,13.13623047,2542.343506,672.0286865,28.58125305,19.6108284,66439.85156,,,,,,,,
32,Nevada,9/19/2020,9/27/2020,151.046875,76836.92188,11.4342041,1622.93103,436.8339539,110.6623306,73.08880615,2420.18335,,,,,,,,
17,Illinois,9/19/2020,9/27/2020,1273.9375,285570.0938,28.24316406,8913.658203,1232.268066,279.8084106,150.7785034,254291.3594,,,,,,,,
12,Florida,9/19/2020,9/27/2020,1453,694069.1875,60.65722656,13827.48047,1782.082153,774.0289917,527.7333984,638081.8125,,,,,,,,
16,Idaho,9/19/2020,9/27/2020,318.453125,39720.96484,4.201568603,474.8999939,148.6904602,43.64444733,26.52462387,22128.88086,,,,,,,,
42,Pennsylvania,9/19/2020,9/27/2020,613.8125,159246.9844,14.59228516,8059.59668,363.7433777,126.0680695,65.61999512,128600,,,,,,,,
22,Louisiana,9/19/2020,9/27/2020,469.5,164396.4375,11.79101563,5441.154785,584.7750244,125.0179901,102.0540924,150278.0781,,,,,,,,
04,Arizona,9/19/2020,9/27/2020,196.84375,214746.625,16.06982422,5583.356445,455.6260986,106.2262344,68.52290344,35171.72266,,,,,,,,
27,Minnesota,9/19/2020,9/27/2020,604.25,93580.27344,6.810546875,2072.290527,210.2388611,108.8471298,65.31041718,85575.40625,,,,,,,,
49,Utah,9/19/2020,9/27/2020,125.6953125,52616.44141,1.863464356,378.4949036,146.8665009,50.15579605,27.20879173,51537.94531,,,,,,,,
32,Nevada,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
30,Montana,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
35,New Mexico,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
20,Kansas,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
22,Louisiana,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
19,Iowa,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
26,Michigan,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
39,Ohio,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
02,Alaska,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
41,Oregon,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
54,West Virginia,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
12,Florida,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
23,Maine,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
47,Tennessee,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
10,Delaware,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
08,Colorado,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
05,Arkansas,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
31,Nebraska,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
38,North Dakota,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
40,Oklahoma,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
27,Minnesota,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
29,Missouri,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
50,Vermont,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
24,Maryland,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
46,South Dakota,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
01,Alabama,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
42,Pennsylvania,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
13,Georgia,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
28,Mississippi,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
33,New Hampshire,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
11,District of Columbia,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
15,Hawaii,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
34,New Jersey,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
21,Kentucky,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
09,Connecticut,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
18,Indiana,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
51,Virginia,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
16,Idaho,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
45,South Carolina,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
48,Texas,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
56,Wyoming,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
49,Utah,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
44,Rhode Island,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
55,Wisconsin,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
36,New York,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
37,North Carolina,9/19/2020,2/27/2020,,,,,,,,,0,0,0,0,,,,
17,Illinois,9/19/2020,2/27/2020,,,,,,,,,0,2,0,0,,,,
53,Washington,9/19/2020,2/27/2020,,,,,,,,,0,1,0,0,,,,
25,Massachusetts,9/19/2020,2/27/2020,,,,,,,,,0,1,0,0,,,,
04,Arizona,9/19/2020,2/27/2020,,,,,,,,,0,1,0,0,,,,
06,California,9/19/2020,2/27/2020,,,,,,,,,1,11,0,0,,,,
04,Arizona,9/19/2020,3/20/2020,,,,,,,,,23,68,0,0,,,,
37,North Carolina,9/19/2020,3/20/2020,,,,,,,,,53,189,0,0,,,,
16,Idaho,9/19/2020,3/20/2020,,,,,,,,,13,36,0,0,,,,
38,North Dakota,9/19/2020,3/20/2020,,,,,,,,,7,26,0,0,,,,
02,Alaska,9/19/2020,3/20/2020,,,,,,,,,3,11,0,0,,,,
31,Nebraska,9/19/2020,3/20/2020,,,,,,,,,8,37,0,0,,,,
27,Minnesota,9/19/2020,3/20/2020,,,,,,,,,24,113,0,0,,,,
15,Hawaii,9/19/2020,3/20/2020,,,,,,,,,11,36,0,0,,,,
35,New Mexico,9/19/2020,3/20/2020,,,,,,,,,7,42,0,0,,,,
01,Alabama,9/19/2020,3/20/2020,,,,,,,,,28,106,0,0,,,,
23,Maine,9/19/2020,3/20/2020,,,,,,,,,4,56,0,0,,,,
05,Arkansas,9/19/2020,3/20/2020,,,,,,,,,38,100,0,0,,,,
54,West Virginia,9/19/2020,3/20/2020,,,,,,,,,6,8,0,0,,,,
33,New Hampshire,9/19/2020,3/20/2020,,,,,,,,,11,53,0,0,,,,
56,Wyoming,9/19/2020,3/20/2020,,,,,,,,,3,21,0,0,,,,
30,Montana,9/19/2020,3/20/2020,,,,,,,,,9,20,0,0,,,,
49,Utah,9/19/2020,3/20/2020,,,,,,,,,32,94,0,0,,,,
10,Delaware,9/19/2020,3/20/2020,,,,,,,,,9,39,0,0,,,,
44,Rhode Island,9/19/2020,3/20/2020,,,,,,,,,10,54,0,0,,,,
19,Iowa,9/19/2020,3/20/2020,,,,,,,,,1,45,0,0,,,,
50,Vermont,9/19/2020,3/20/2020,,,,,,,,,7,29,0,2,,,,
51,Virginia,9/19/2020,3/20/2020,,,,,,,,,20,123,0,2,,,,
21,Kentucky,9/19/2020,3/20/2020,,,,,,,,,14,64,0,2,,,,
41,Oregon,9/19/2020,3/20/2020,,,,,,,,,26,114,0,3,,,,
48,Texas,9/19/2020,3/20/2020,,,,,,,,,123,429,0,5,,,,
08,Colorado,9/19/2020,3/20/2020,,,,,,,,,86,364,0,5,,,,
46,South Dakota,9/19/2020,3/20/2020,,,,,,,,,0,14,0,1,,,,
28,Mississippi,9/19/2020,3/20/2020,,,,,,,,,30,80,0,1,,,,
40,Oklahoma,9/19/2020,3/20/2020,,,,,,,,,5,49,0,1,,,,
20,Kansas,9/19/2020,3/20/2020,,,,,,,,,13,48,0,1,,,,
42,Pennsylvania,9/19/2020,3/20/2020,,,,,,,,,105,311,0,1,,,,
45,South Carolina,9/19/2020,3/20/2020,,,,,,,,,46,126,2,3,,,,
29,Missouri,9/19/2020,3/20/2020,,,,,,,,,31,67,2,3,,,,
12,Florida,9/19/2020,3/20/2020,,,,,,,,,132,564,2,11,,,,
39,Ohio,9/19/2020,3/20/2020,,,,,,,,,54,173,3,3,,,,
34,New Jersey,9/19/2020,3/20/2020,,,,,,,,,149,890,3,16,,,,
22,Louisiana,9/19/2020,3/20/2020,,,,,,,,,145,537,4,14,,,,
13,Georgia,9/19/2020,3/20/2020,,,,,,,,,198,485,4,14,,,,
06,California,9/19/2020,3/20/2020,,,,,,,,,234,1243,6,24,,,,
53,Washington,9/19/2020,3/20/2020,,,,,,,,,150,1524,10,83,,,,
24,Maryland,9/19/2020,3/20/2020,,,,,,,,,42,149,1,2,,,,
32,Nevada,9/19/2020,3/20/2020,,,,,,,,,66,161,1,2,,,,
18,Indiana,9/19/2020,3/20/2020,,,,,,,,,26,86,1,3,,,,
26,Michigan,9/19/2020,3/20/2020,,,,,,,,,157,471,1,3,,,,
09,Connecticut,9/19/2020,3/20/2020,,,,,,,,,35,194,1,4,,,,
17,Illinois,9/19/2020,3/20/2020,,,,,,,,,163,585,1,5,,,,
47,Tennessee,9/19/2020,3/20/2020,,,,,,,,,69,223,1,1,,,,
25,Massachusetts,9/19/2020,3/20/2020,,,,,,,,,85,413,1,1,,,,
11,District of Columbia,9/19/2020,3/20/2020,,,,,,,,,31,71,1,1,,,,
55,Wisconsin,9/19/2020,3/20/2020,,,,,,,,,60,219,-1,3,,,,
36,New York,9/19/2020,3/20/2020,,,,,,,,,3439,7660,55,143,1042,,,
46,South Dakota,9/19/2020,8/31/2020,,,,,,,,,187,13509,0,167,76,,,10612
09,Connecticut,9/19/2020,8/31/2020,,,,,,,,,384,52879,0,4465,52,,,8967
49,Utah,9/19/2020,8/31/2020,,,,,,,,,217,41725,0,335,143,45,,43990
33,New Hampshire,9/19/2020,8/31/2020,,,,,,,,,21,7275,0,432,6,,,6615
23,Maine,9/19/2020,8/31/2020,,,,,,,,,15,4529,0,132,6,4,1,3923
55,Wisconsin,9/19/2020,8/31/2020,,,,,,,,,266,75603,0,1122,287,104,,67234
56,Wyoming,9/19/2020,8/31/2020,,,,,,,,,21,3850,0,37,16,,,3181
30,Montana,9/19/2020,8/31/2020,,,,,,,,,81,7421,0,104,134,,,5330
02,Alaska,9/19/2020,8/31/2020,,,,,,,,,37,5263,0,37,39,,8,2238
50,Vermont,9/19/2020,8/31/2020,,,,,,,,,8,1624,0,58,8,,,1425
44,Rhode Island,9/19/2020,8/31/2020,,,,,,,,,266,21949,2,1048,77,9,5,2108
16,Idaho,9/19/2020,8/31/2020,,,,,,,,,223,32081,2,361,181,52,,14712
20,Kansas,9/19/2020,8/31/2020,,,,,,,,,838,42599,2,451,211,55,21,1673
24,Maryland,9/19/2020,8/31/2020,,,,,,,,,458,108249,3,3755,377,107,,6124
08,Colorado,9/19/2020,8/31/2020,,,,,,,,,201,57404,3,1945,240,,,5946
32,Nevada,9/19/2020,8/31/2020,,,,,,,,,320,69228,3,1305,664,196,106,1773
21,Kentucky,9/19/2020,8/31/2020,,,,,,,,,365,48396,4,933,557,144,,10375
26,Michigan,9/19/2020,8/31/2020,,,,,,,,,491,107432,5,6677,629,156,90,76151
47,Tennessee,9/19/2020,8/31/2020,,,,,,,,,1802,151923,5,1727,910,313,155,116864
31,Nebraska,9/19/2020,8/31/2020,,,,,,,,,241,34287,5,397,172,,,25969
18,Indiana,9/19/2020,8/31/2020,,,,,,,,,883,94196,5,3296,881,222,79,71591
17,Illinois,9/19/2020,8/31/2020,,,,,,,,,1666,236722,7,8235,1492,347,157,
15,Hawaii,9/19/2020,8/31/2020,,,,,,,,,132,8447,7,69,272,57,42,2520
19,Iowa,9/19/2020,8/31/2020,,,,,,,,,540,65139,7,1120,299,85,46,46740
34,New Jersey,9/19/2020,8/31/2020,,,,,,,,,349,191960,8,15945,484,103,36,33912
35,New Mexico,9/19/2020,8/31/2020,,,,,,,,,69,25352,9,779,66,,,12913
53,Washington,9/19/2020,8/31/2020,,,,,,,,,315,74635,10,1915,340,,51,
39,Ohio,9/19/2020,8/31/2020,,,,,,,,,895,123155,10,4139,774,244,140,102631
37,North Carolina,9/19/2020,8/31/2020,,,,,,,,,1182,167309,10,2702,923,244,,145884
51,Virginia,9/19/2020,8/31/2020,,,,,,,,,846,120575,11,2580,1082,257,146,15085
25,Massachusetts,9/19/2020,8/31/2020,,,,,,,,,304,128436,11,9059,314,56,22,103920
45,South Carolina,9/19/2020,8/31/2020,,,,,,,,,668,118992,11,2720,934,247,136,51431
29,Missouri,9/19/2020,8/31/2020,,,,,,,,,1049,76340,13,1477,906,,110,
05,Arkansas,9/19/2020,8/31/2020,,,,,,,,,368,61224,13,797,420,,87,54961
22,Louisiana,9/19/2020,8/31/2020,,,,,,,,,326,148193,19,4950,881,,132,127918
01,Alabama,9/19/2020,8/31/2020,,,,,,,,,823,126058,20,2182,1004,,,48028
13,Georgia,9/19/2020,8/31/2020,,,,,,,,,1425,254238,28,5506,2463,,,
28,Mississippi,9/19/2020,8/31/2020,,,,,,,,,274,82950,32,2473,802,207,121,67918
36,New York,9/19/2020,8/31/2020,,,,,,,,,656,434756,48,32957,418,109,51,75100
12,Florida,9/19/2020,8/31/2020,,,,,,,,,1885,623471,68,11187,3736,,,
48,Texas,9/19/2020,8/31/2020,,,,,,,,,3169,632739,96,12779,4203,1525,,507499
